PMCID	PMID	Title	Journal	Publication_Date	Image_Number
PMC6630211	31208139	Geodesic-Based Method for Improving Matching Efficiency of Underwater Terrain Matching Navigation	Sensors (Basel, Switzerland)	2019-06-16	473
PMC9312932	35884650	Energy Metabolic Disorder of Astrocytes May Be an Inducer of Migraine Attack	Brain Sciences	2022-06-28	474
PMC3584209	23233310	Unique secreted&#x02013;surface protein complex of , identified by phage display	MicrobiologyOpen	2013-02-11	475
PMC8073555	33923783	Comparison of In Vitro Killing Activity of Rezafungin, Anidulafungin, Caspofungin, and Micafungin against Four  Clades in RPMI-1640 in the Absence and Presence of Human Serum	Microorganisms	2021-04-16	476
PMC9396928	28355567	SIRT6 Is Essential for Adipocyte Differentiation by Regulating Mitotic Clonal Expansion	Cell reports	2017-03-28	477
PMC8532880	34679682	Patient Endothelial Colony-Forming Cells to Model Coronary Artery Disease Susceptibility and Unravel the Role of Dysregulated Mitochondrial Redox Signalling	Antioxidants	2021-09-29	478
PMC7732829	33311443	Linc00426 accelerates lung adenocarcinoma progression by regulating miR-455-5p as a molecular sponge	Cell Death &#x00026; Disease	2020-12-11	479
PMC5299447	28181511	Natriuretic Peptide Receptor B modulates the proliferation of the cardiac cells expressing the Stem Cell Antigen-1	Scientific Reports	2017-02-09	480
PMC4770296	26923553	Tunable Ultra-high Aspect Ratio Nanorod Architectures grown on Porous Substrate via Electromigration	Scientific Reports	2016-02-29	481
PMC8923786	35299874	Accumulation of Heavy Metals in Rice (. L) Grains Cultivated in Three Major Industrial Areas of Bangladesh	Journal of Environmental and Public Health	2022-03-08	482
PMC7318686	32277554	Membrane Proteins Have Distinct Fast Internal Motion and Residual Conformational Entropy	Angewandte Chemie (International Ed. in English)	2020-06-26	483
PMC5976734	29881374	C5a Blockade Increases Regulatory T Cell Numbers and Protects Against Microvascular Loss and Epithelial Damage in Mouse Airway Allografts	Frontiers in Immunology	2018-05-24	484
PMC8692472	34934162	Liver fibrosis indices are related to diabetic peripheral neuropathy in individuals with type 2 diabetes	Scientific Reports	2021-12-21	485
PMC7689280	33281623	Contribution of Stretch-Induced Force Enhancement to Increased Performance in Maximal Voluntary and Submaximal Artificially Activated Stretch-Shortening Muscle Action	Frontiers in Physiology	2020-11-12	486
PMC5398608	28426746	Low levels of Cd induce persisting epigenetic modifications and acclimation mechanisms in the earthworm	PLoS ONE	2017-04-20	487
PMC8944020	35331265	Magnesium isoglycyrrhizinate attenuates acute alcohol-induced hepatic steatosis in a zebrafish model by regulating lipid metabolism and ER stress	Nutrition &#x00026; Metabolism	2022-03-24	488
PMC3932963	24653854	Rectus Abdominis Muscle Malignant Fibrous Histiocytoma Causing a Large Abdominal Wall Defect: Reconstruction with Biological Mesh	Case Reports in Surgery	2014-02-06	489
PMC6836000	31615037	Edible Leafy Vegetables from West Africa (Guinea-Bissau): Consumption, Trade and Food Potential	Foods	2019-10-14	490
PMC4414352	25923705	Evidence for Patterns of Selective Urban Migration in the Greater Indus Valley (2600-1900 BC): A Lead and Strontium Isotope Mortuary Analysis	PLoS ONE	2015-04-29	491
PMC9405660	36005021	Biosensor Based on Covalent Organic Framework Immobilized Acetylcholinesterase for Ratiometric Detection of Carbaryl	Biosensors	2022-08-10	492
PMC8066104	33808370	Dynamic Expression of Imprinted Genes in the Developing and Postnatal Pituitary Gland	Genes	2021-03-30	493
PMC3995621	24625075	T cells but not NK cells are associated with a favourable outcome for resected colorectal liver metastases	BMC Cancer	2014-03-13	494
PMC4229899	25431579	Mitochondrial and Y chromosome haplotype motifs as diagnostic markers of Jewish ancestry: a reconsideration	Frontiers in Genetics	2014-11-10	495
PMC9570956	36233962	Assessment of the Susceptibility to Material Fracture in the Cross-Wedge Rolling Process with Concave Tools	Materials	2022-09-23	496
PMC4227642	25386650	Embryo	PLoS ONE	2014-11-11	497
PMC5678455	29035163	Uptake and correlates of cervical cancer screening among HIV-infected women attending HIV care in Uganda	Global Health Action	2017-10-16	498
PMC5641203	29069860	Prognostic analysis of DLBCL patients and the role of upfront ASCT in high-intermediate and high-risk patients	Oncotarget	2017-04-21	499
PMC9410931	36035287	circ_0041795 Induces YAP1 Upregulation to Accelerate the Progression of Diabetic Retinopathy through Binding to miR-589-5p	Computational and Mathematical Methods in Medicine	2022-08-05	500
PMC8433931	34448713	Evaluation and Refinement of a Bank of SMS Text Messages to Promote Behavior Change Adherence Following a Diabetes Prevention Program: Survey Study	JMIR Formative Research	2021-08-27	501
PMC7476582	32953375	Cryogenic low-noise amplifiers for measurements with superconducting detectors	Beilstein Journal of Nanotechnology	2020-09-02	502
PMC7251884	32460896	Conventional and retrospective change in health-related quality of life of trauma patients: an explorative observational follow-up study	Health and Quality of Life Outcomes	2020-05-27	503
PMC5508763	28701152	Performance of urinary neutrophil gelatinase-associated lipocalin, clusterin, and cystatin C in predicting diabetic kidney disease and diabetic microalbuminuria: a consecutive cohort study	BMC Nephrology	2017-07-12	504
PMC9722750	36483193	Antibacterial and &#x003b2;-amyloid precursor protein-cleaving enzyme 1 inhibitory polyketides from the fungus	Frontiers in Microbiology	2022-11-22	505
PMC3899931	24304943	The effect of metritis on luteal function in dairy cows	BMC Veterinary Research	2013-12-04	506
PMC9579163	36258030	Interpregnancy interval and maternal and neonatal morbidity: a nationwide cohort study	Scientific Reports	2022-10-18	507
PMC4073805	24987573	Availability and Diversity of Training Programs for Responders to International Disasters and Complex Humanitarian Emergencies	PLoS Currents	2014-06-23	508
PMC5831115	29442107	Calorimetric study of water's two glass transitions in the presence of LiCl	Physical Chemistry Chemical Physics	2018-03-07	509
PMC9570466	36233228	Nucleotide-Induced Nanoscale Changes in the Mechanical Properties of Rat Cerebellar Astrocytes: Selective Stimulation and Blocking of the Purinergic Receptor P2X7	International Journal of Molecular Sciences	2022-10-07	510
PMC7374690	32694705	The closed eye harbours a unique microbiome in dry eye disease	Scientific Reports	2020-07-21	511
PMC3627648	23610558	Rnf165/Ark2C Enhances BMP-Smad Signaling to Mediate Motor Axon Extension	PLoS Biology	2013-04-16	512
PMC4454590	26039065	Temporal Expression Profiling Identifies Pathways Mediating Effect of Causal Variant on Phenotype	PLoS Genetics	2015-06-03	513
PMC5086779	27783062	Is Pedometer-Determined Physical Activity Decreasing in Czech Adults? Findings from 2008 to 2013	International Journal of Environmental Research and Public Health	2016-10-24	514
PMC7247558	32366052	Synthetic Retinoid Seletinoid G Improves Skin Barrier Function through Wound Healing and Collagen Realignment in Human Skin Equivalents	International Journal of Molecular Sciences	2020-04-30	515
PMC9609714	36297400	Exploring Novel Pyridine Carboxamide Derivatives as Urease Inhibitors: Synthesis, Molecular Docking, Kinetic Studies and ADME Profile	Pharmaceuticals	2022-10-19	516
PMC4055984	23849321	Factors influencing the implementation of antibiotic de-escalation and impact of this strategy in critically ill patients	Critical Care	2013-07-12	517
PMC4337900	25706372	Identification of a Conserved B-Cell Epitope on Duck Hepatitis A Type 1 Virus VP1 Protein	PLoS ONE	2015-02-23	518
PMC8537566	34685183	Comparison of the Surface Properties of Hydrothermally Synthesised Fe@C Nanocomposites at Variable Reaction Times	Nanomaterials	2021-10-16	519
PMC6925181	31863067	A Novel Joint Brain Network Analysis Using Longitudinal Alzheimer&#x02019;s Disease Data	Scientific Reports	2019-12-20	520
PMC8677562	34925852	Classification and genetic counselling for a novel splicing mutation of the  intron associated with Lynch syndrome in colorectal cancer	Gastroenterology Report	2021-09-06	521
PMC5480421	27737689	Unexpected links reflect the noise in networks	Biology Direct	2016-10-13	522
PMC4010521	24796548	Enhancement of the HIF-1&#x003b1;/15-LO/15-HETE Axis Promotes Hypoxia-Induced Endothelial Proliferation in Preeclamptic Pregnancy	PLoS ONE	2014-05-05	523
PMC8587830	34770995	Modulating Glycoside Hydrolase Activity between Hydrolysis and Transfer Reactions Using an Evolutionary Approach	Molecules	2021-10-30	524
PMC7061477	32146903	Automated verbal autopsy: from research to routine use in civil registration and vital statistics systems	BMC Medicine	2020-03-09	525
PMC3307475	22356869	Mesenchymal stem cells with rhBMP-2 inhibits the growth of canine osteosarcoma cells	BMC Veterinary Research	2012-02-22	526
PMC9848982	36760396	&#x0feff;Integrative taxonomy of coastal )	ZooKeys	2022-05-12	527
PMC8778479	35062463	Internet of Things Concept in the Context of the COVID-19 Pandemic: A Multi-Sensor Application Design	Sensors (Basel, Switzerland)	2022-01-10	528
PMC9602257	36286128	Physicomechanical and Morphological Characterization of Multi-Structured Potassium-Acrylate-Based Hydrogels	Gels	2022-10-01	529
PMC5177909	28004791	Free Triiodothyronine Level Correlates with Myocardial Injury and Prognosis in Idiopathic Dilated Cardiomyopathy: Evidence from Cardiac MRI and SPECT/PET Imaging	Scientific Reports	2016-12-22	530
PMC8873445	35210452	Early detection of plant virus infection using multispectral imaging and spatial&#x02013;spectral machine learning	Scientific Reports	2022-02-24	531
PMC5962585	29785040	Archetypal transcriptional blocks underpin yeast gene regulation in response to changes in growth conditions	Scientific Reports	2018-05-21	532
PMC7984638	33750972	Cloning and functional characterization of seed-specific  L.)	PLoS ONE	2021-03-22	533
PMC6518225	31013785	Impact of Antithrombotic Regimen and Platelet Inhibition Extent on Leaflet Thrombosis Detected by Cardiac MDCT after Transcatheter Aortic Valve Replacement	Journal of Clinical Medicine	2019-04-12	534
PMC7564323	32899256	UV-Blocking, Transparent, and Antioxidant Polycyanoacrylate Films	Polymers	2020-09-03	535
PMC7117715	32240170	The giant pouched rat () olfactory receptor repertoire	PLoS ONE	2020-04-02	536
PMC7465398	32752286	Multiplex Digital PCR to Detect Amplifications of Specific Androgen Receptor Loci in Cell-Free DNA for Prognosis of Metastatic Castration-Resistant Prostate Cancer	Cancers	2020-08-01	537
PMC7475975	32784427	Physical Properties and Microstructure of Concrete with Waste Basalt Powder Addition	Materials	2020-08-08	538
PMC5191010	27916913	Uniformly Porous Nanocrystalline CaMgFe Ceramic Derived Electro-Ceramic Nanocomposite for Impedance Type Humidity Sensor	Sensors (Basel, Switzerland)	2016-11-30	539
PMC7148524	32143365	A Comparative Assessment of Pain Caused by the Placement of Banded Orthodontic Appliances with and without Low-Level Laser Therapy: A Randomized Controlled Prospective Study	Dentistry Journal	2020-03-04	540
PMC3295752	22412863	Deletion of  in Mice Leads to Multiple Developmental Defects and Models Human Focal Dermal Hypoplasia (Goltz Syndrome)	PLoS ONE	2012-03-06	541
PMC9226296	35756935	Temporal Grading Index of Functional Network Topology Predicts Pain Perception of Patients With Chronic Back Pain	Frontiers in Neurology	2022-06-10	542
PMC6505255	31105927	On the Complexity of Visual Judgement of Kinship	i-Perception	2019-05-06	543
PMC7795350	33396670	The ITIM-Containing Receptor: Leukocyte-Associated Immunoglobulin-Like Receptor-1 (LAIR-1) Modulates Immune Response and Confers Poor Prognosis in Invasive Breast Carcinoma	Cancers	2020-12-30	544
PMC7152958	32411276	Magnetic Resonance Image Denoising Algorithm Based on Cartoon, Texture, and Residual Parts	Computational and Mathematical Methods in Medicine	2020-04-01	545
PMC5870813	29580217	Foreign peptide triggers boost in pneumococcal metabolism and growth	BMC Microbiology	2018-03-27	546
PMC10946720	38505643	Engineering Enzyme&#x02010;Cleavable Oligonucleotides by Automated Solid&#x02010;Phase Incorporation of Cathepsin B Sensitive Dipeptide Linkers	Angewandte Chemie (Weinheim an Der Bergstrasse, Germany)	2022-03-21	547
PMC9862999	36675757	Long-Term Use of  Contributes to Homeostasis in Acne-Prone Skin&#x02014;A 12-Month Follow-Up International &#x0201c;Real Life&#x0201d; Cohort Study	Journal of Personalized Medicine	2022-12-31	548
PMC8828866	35140324	Blood&#x02013;brain barrier disruption as a cause of various serum neuron-specific enolase cut-off values for neurological prognosis in cardiac arrest patients	Scientific Reports	2022-02-09	549
PMC5892001	29631574	Challenges and opportunities of integration of community based Management of Acute Malnutrition into the government health system in Bangladesh: a qualitative study	BMC Health Services Research	2018-04-10	550
PMC9070866	35511887	Effects of arm-crank exercise on cardiovascular function, functional capacity, cognition and quality of life in patients with peripheral artery disease: Study protocol for a randomized controlled trial	PLoS ONE	2022-05-05	551
PMC5768332	29371915	Expansion of tumor-infiltrating lymphocytes and their potential for application as adoptive cell transfer therapy in human breast cancer	Oncotarget	2017-12-06	552
